[NN] | transplantation | transplant | 0-0 | 0.6666666666666666 | OtherRelated
[JJ] | useable | usable | 0-0 |0.8571428571428571| Equivalence
[RB] | notices | notice | 0-0 |0.8571428571428571| Equivalence
[VBN] | derived | driven | 0-0 |0.8571428571428571| Independent
[NNS] | clothes | cloths | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | confederations | associations | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | unblock | unlock | 0-0 |0.8571428571428571| Equivalence
[VBN] | existed | arisen | 0-0 |0.8571428571428571| Independent
[NNS] | factors | actors | 0-0 |0.8571428571428571| ReverseEntailment
[RB] | instead | rather | 0-0 |0.8571428571428571| Independent
[VBZ] | markets | trades | 0-0 |0.8571428571428571| Independent
[NNS] | starter | starts | 0-0 |0.8571428571428571| ReverseEntailment
[VBG] | renting | rental | 0-0 |0.8571428571428571| OtherRelated
[NNS] | concentrations | combinations | 0-0 |0.8571428571428571| Independent
[VBN] | misinterpreted | misconstrued | 0-0 |0.8571428571428571| Equivalence
[JJ] | self-financing | self-funding | 0-0 |0.8571428571428571| Equivalence
[RB] | insufficiently | sufficiently | 0-0 |0.8571428571428571| ReverseEntailment
[VBD] | passage | passed | 0-0 |0.8571428571428571| ReverseEntailment
[VBD] | learned | earned | 0-0 |0.8571428571428571| Independent
[VBN] | individualised | personalised | 0-0 |0.8571428571428571| Equivalence
[JJ] | alphanumerical | alphanumeric | 0-0 |0.8571428571428571| Equivalence
[NNS] | 'etudes | etudes | 0-0 |0.8571428571428571| ForwardEntailment
[VBP] | servers | server | 0-0 |0.8571428571428571| Equivalence
[VBZ] | regains | renews | 0-0 |0.8571428571428571| Independent
[NNS] | willing | wishes | 0-0 |0.8571428571428571| Independent
[VBP] | pertain | relate | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | ensures | assure | 0-0 |0.8571428571428571| Independent
[VBZ] | persons | person | 0-0 |0.8571428571428571| OtherRelated
[JJ] | blocked | locked | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | liquids | liquid | 0-0 |0.8571428571428571| Equivalence
[NNS] | imagers | images | 0-0 |0.8571428571428571| Independent
[VBZ] | desires | wishes | 0-0 |0.8571428571428571| ReverseEntailment
[VBG] | leaving | saving | 0-0 |0.8571428571428571| Independent
[VBZ] | adheres | shares | 0-0 |0.8571428571428571| Independent
[VBZ] | waiting | awaits | 0-0 |0.8571428571428571| ForwardEntailment
[NNPS] | estates | states | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | overall | global | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | removes | waives | 0-0 |0.8571428571428571| Independent
[NNS] | specifications | descriptions | 0-0 |0.8571428571428571| ForwardEntailment
[VBG] | reconstituting | constructing | 0-0 |0.8571428571428571| Independent
[JJ] | implementation | implementing | 0-0 |0.8571428571428571| Independent
[VBP] | foresaw | reckon | 0-0 |0.8571428571428571| Independent
[JJ] | sources | source | 0-0 |0.8571428571428571| Equivalence
[NN] | uterine | uterus | 0-0 |0.8571428571428571| Equivalence
[VBZ] | animals | animal | 0-0 |0.8571428571428571| Equivalence
[NNS] | subcontractors | subcontracts | 0-0 |0.8571428571428571| ForwardEntailment
[VBD] | disappointment | disappointed | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | clarifications | descriptions | 0-0 |0.8571428571428571| Independent
[NNS] | inefficiencies | deficiencies | 0-0 |0.8571428571428571| Independent
[JJ] | geographically | geographical | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | engages | enters | 0-0 |0.8571428571428571| Independent
[NNS] | procuratorates | prosecutions | 0-0 |0.8571428571428571| OtherRelated
[VB] | ensures | insure | 0-0 |0.8571428571428571| Independent
[VBN] | emailed | mailed | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | capture | caught | 0-0 |0.8571428571428571| ForwardEntailment
[UH] | candies | sweets | 0-0 |0.8571428571428571| OtherRelated
[VBD] | re-engineering | restructured | 0-0 |0.8571428571428571| Independent
[VBD] | ignored | forget | 0-0 |0.8571428571428571| Independent
[VB] | defence | defend | 0-0 |0.8571428571428571| OtherRelated
[NNPS] | 'angers | angers | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | removes | remove | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | adultes | adults | 0-0 |0.8571428571428571| ReverseEntailment
[NN] | legitimization | legitimation | 0-0 |0.8571428571428571| Equivalence
[VBN] | closure | closed | 0-0 |0.8571428571428571| Independent
[JJ] | ensures | ensure | 0-0 |0.8571428571428571| Equivalence
[NNS] | re-evaluations | revaluations | 0-0 |0.8571428571428571| Equivalence
[VB] | useable | usable | 0-0 |0.8571428571428571| Equivalence
[NNS] | by-laws | bylaws | 0-0 |0.8571428571428571| Equivalence
[JJ] | re-used | re-use | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | comprehensible | intelligible | 0-0 |0.8571428571428571| Equivalence
[NNS] | set-ups | setups | 0-0 |0.8571428571428571| OtherRelated
[NNS] | add-ons | addons | 0-0 |0.8571428571428571| Independent
[VBZ] | courses | cursos | 0-0 |0.8571428571428571| Independent
[VBN] | uncorroborated | corroborated | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | moulded | molded | 0-0 |0.8571428571428571| Equivalence
[NNS] | peoples | people | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | efforts | sought | 0-0 |0.8571428571428571| Independent
[NNS] | forcing | forces | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | freezes | ceases | 0-0 |0.8571428571428571| Independent
[VBN] | interconnected | co-ordinated | 0-0 |0.8571428571428571| Independent
[NNS] | abusers | abuses | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | trended | tended | 0-0 |0.8571428571428571| Independent
[VBZ] | escapes | evades | 0-0 |0.8571428571428571| Independent
[VBG] | rehabilitating | refurbishing | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | pursues | pushes | 0-0 |0.8571428571428571| Independent
[VBG] | rehabilitating | revitalizing | 0-0 |0.8571428571428571| Independent
[VB] | recover | regain | 0-0 |0.8571428571428571| Independent
[VBD] | connect | linked | 0-0 |0.8571428571428571| Independent
[NN] | anybody | anyone | 0-0 |0.8571428571428571| Equivalence
[VBZ] | respond | reacts | 0-0 |0.8571428571428571| Independent
[JJ] | ever-expanding | ever-growing | 0-0 |0.8571428571428571| OtherRelated
[JJ] | bosnian | bosnia | 0-0 |0.8571428571428571| OtherRelated
[CC] | creates | create | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | vacates | leaves | 0-0 |0.8571428571428571| Independent
[VBN] | reduced | curbed | 0-0 |0.8571428571428571| Independent
[JJ] | cross-sectoral | cross-sector | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | drivers | drives | 0-0 |0.8571428571428571| OtherRelated
[VBD] | removed | erased | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | talking | speaks | 0-0 |0.8571428571428571| Independent
[NNS] | grilles | grills | 0-0 |0.8571428571428571| ReverseEntailment
[VBG] | helping | aiding | 0-0 |0.8571428571428571| Equivalence
[JJ] | kuwaiti | kuwait | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | sources | causes | 0-0 |0.8571428571428571| Independent
[VBN] | efforts | worked | 0-0 |0.8571428571428571| Independent
[NNS] | systems | regime | 0-0 |0.8571428571428571| Independent
[NNS] | regimes | system | 0-0 |0.8571428571428571| Independent
[NNS] | interrelations | relationship | 0-0 |0.8571428571428571| OtherRelated
[VBN] | reached | caught | 0-0 |0.8571428571428571| Independent
[VBG] | payment | paying | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | cancer-causing | carcinogenic | 0-0 |0.8571428571428571| Equivalence
[VBG] | harming | impair | 0-0 |0.8571428571428571| Independent
[NN] | effects | effect | 0-0 |0.8571428571428571| OtherRelated
[NNPS] | threats | danger | 0-0 |0.8571428571428571| Equivalence
[VBN] | assists | helped | 0-0 |0.8571428571428571| OtherRelated
[JJ] | shariah | sharia | 0-0 |0.8571428571428571| Equivalence
[JJ] | heinous | odious | 0-0 |0.8571428571428571| Equivalence
[VBZ] | exposes | ceases | 0-0 |0.8571428571428571| Independent
[NNS] | subcontractors | subcontracts | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | intermediaries | intermediate | 0-0 |0.8571428571428571| OtherRelated
[JJ] | angolan | angola | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | courses | courts | 0-0 |0.8571428571428571| Independent
[NNS] | collaborations | partnerships | 0-0 |0.8571428571428571| Equivalence
[NNS] | pattern | models | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | self-restraint | self-control | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | impedes | erodes | 0-0 |0.8571428571428571| Independent
[NN] | saviour | savior | 0-0 |0.8571428571428571| Equivalence
[NN] | package | packet | 0-0 |0.8571428571428571| Equivalence
[JJ] | dredged | dredge | 0-0 |0.8571428571428571| Equivalence
[VBN] | pursued | issued | 0-0 |0.8571428571428571| Independent
[JJ] | year-over-year | year-to-year | 0-0 |0.8571428571428571| Equivalence
[VB] | presume | assume | 0-0 |0.8571428571428571| Independent
[VBZ] | arouses | raises | 0-0 |0.8571428571428571| Independent
[JJ] | unacknowledged | unrecognized | 0-0 |0.8571428571428571| Equivalence
[JJ] | non-authorized | unauthorized | 0-0 |0.8571428571428571| OtherRelated
[UH] | clothes | cloths | 0-0 |0.8571428571428571| OtherRelated
[VBD] | boarded | aboard | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | unifies | unites | 0-0 |0.8571428571428571| OtherRelated
[VB] | serbian | serbia | 0-0 |0.8571428571428571| OtherRelated
[NNPS] | knights | nights | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | collaborations | cooperations | 0-0 |0.8571428571428571| Equivalence
[VBZ] | provoke | sparks | 0-0 |0.8571428571428571| Independent
[VBD] | members | member | 0-0 |0.8571428571428571| Equivalence
[VB] | members | member | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | upholds | abides | 0-0 |0.8571428571428571| Independent
[VBG] | re-emphasizing | re-affirming | 0-0 |0.8571428571428571| Independent
[VBN] | differentiated | disconnected | 0-0 |0.8571428571428571| Independent
[NNS] | washing | washes | 0-0 |0.8571428571428571| Equivalence
[VBG] | rehabilitating | regenerating | 0-0 |0.8571428571428571| Independent
[JJ] | servers | server | 0-0 |0.8571428571428571| Equivalence
[JJ] | individualised | personalised | 0-0 |0.8571428571428571| Equivalence
[NNS] | wheeled | wheels | 0-0 |0.8571428571428571| ReverseEntailment
[VBN] | aroused | arisen | 0-0 |0.8571428571428571| Independent
[VBZ] | deduces | infers | 0-0 |0.8571428571428571| OtherRelated
[VBN] | phrased | worded | 0-0 |0.8571428571428571| Independent
[NNP] | savings | saving | 0-0 |0.8571428571428571| OtherRelated
[VBG] | reinvigorating | rejuvenating | 0-0 |0.8571428571428571| OtherRelated
[VBD] | administration | administered | 0-0 |0.8571428571428571| OtherRelated
[JJ] | immoral | amoral | 0-0 |0.8571428571428571| Equivalence
[VB] | ensured | assure | 0-0 |0.8571428571428571| Independent
[VB] | ensures | assure | 0-0 |0.8571428571428571| Independent
[VBZ] | permits | admits | 0-0 |0.8571428571428571| Independent
[VBN] | spotted | posted | 0-0 |0.8571428571428571| Independent
[VBD] | visited | stayed | 0-0 |0.8571428571428571| Independent
[NNPS] | matters | topics | 0-0 |0.8571428571428571| Independent
[NNPS] | plantes | plants | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | removes | averts | 0-0 |0.8571428571428571| Independent
[VBZ] | transportation | transporting | 0-0 |0.8571428571428571| OtherRelated
[NNS] | colours | colors | 0-0 |0.8571428571428571| Equivalence
[NNS] | liquids | fluids | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | damaged | harmed | 0-0 |0.8571428571428571| Equivalence
[VBZ] | reverts | resets | 0-0 |0.8571428571428571| Independent
[VBZ] | plaques | plates | 0-0 |0.8571428571428571| Independent
[VBN] | pursued | pushed | 0-0 |0.8571428571428571| Independent
[VBG] | reconstituting | replenishing | 0-0 |0.8571428571428571| Independent
[NNS] | renegotiations | negotiations | 0-0 |0.8571428571428571| ReverseEntailment
[VBD] | retired | remove | 0-0 |0.8571428571428571| Independent
[NNS] | advertisements | endorsements | 0-0 |0.8571428571428571| Independent
[NNS] | peoples | people | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | chinese-funded | china-funded | 0-0 |0.8571428571428571| Equivalence
[NNS] | sheikhs | sheiks | 0-0 |0.8571428571428571| Equivalence
[JJ] | indestructible | invulnerable | 0-0 |0.8571428571428571| OtherRelated
[NNS] | 'images | images | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | plantes | plants | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | fosters | boosts | 0-0 |0.8571428571428571| Independent
[VBN] | accrued | valued | 0-0 |0.8571428571428571| Independent
[VBZ] | communications | disseminated | 0-0 |0.8571428571428571| Independent
[NNS] | incorporations | corporations | 0-0 |0.8571428571428571| ForwardEntailment
[JJ] | reduces | reduce | 0-0 |0.8571428571428571| Equivalence
[VBZ] | provoke | evokes | 0-0 |0.8571428571428571| Independent
[VBZ] | desires | wishes | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | graders | grades | 0-0 |0.8571428571428571| ReverseEntailment
[NN] | savings | saving | 0-0 |0.8571428571428571| OtherRelated
[VBP] | confirm | affirm | 0-0 |0.8571428571428571| Independent
[VBZ] | adheres | abides | 0-0 |0.8571428571428571| Independent
[VB] | broaden | extend | 0-0 |0.8571428571428571| OtherRelated
[NNS] | markers | makers | 0-0 |0.8571428571428571| Independent
[VBD] | efforts | worked | 0-0 |0.8571428571428571| Independent
[VBD] | charged | viewed | 0-0 |0.8571428571428571| Independent
[VBZ] | selects | elects | 0-0 |0.8571428571428571| ReverseEntailment
[VBD] | praised | hailed | 0-0 |0.8571428571428571| Independent
[VBN] | secured | closed | 0-0 |0.8571428571428571| Independent
[VBD] | amassed | massed | 0-0 |0.8571428571428571| Independent
[VBG] | reinvigorating | invigorating | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | antiscientific | anti-science | 0-0 |0.8571428571428571| Equivalence
[NNS] | grilles | grills | 0-0 |0.8571428571428571| ForwardEntailment
[VB] | ensured | secure | 0-0 |0.8571428571428571| Independent
[VBN] | settled | solved | 0-0 |0.8571428571428571| Equivalence
[NN] | self-restraint | self-control | 0-0 |0.8571428571428571| OtherRelated
[VB] | ensures | secure | 0-0 |0.8571428571428571| Independent
[NNS] | investigations | prosecutions | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | colours | colors | 0-0 |0.8571428571428571| Equivalence
[VBD] | awaited | waited | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | members | member | 0-0 |0.8571428571428571| OtherRelated
[VBD] | address | solved | 0-0 |0.8571428571428571| Independent
[NNS] | monthly | months | 0-0 |0.8571428571428571| ForwardEntailment
[NNPS] | chinese | chinas | 0-0 |0.8571428571428571| ForwardEntailment
[NNS] | offered | offers | 0-0 |0.8571428571428571| OtherRelated
[JJ] | manages | manage | 0-0 |0.8571428571428571| OtherRelated
[NNPS] | groupes | groups | 0-0 |0.8571428571428571| Equivalence
[NNS] | incorporations | corporations | 0-0 |0.8571428571428571| ReverseEntailment
[JJ] | benzoic | sorbic | 0-0 |0.8571428571428571| Equivalence
[NN] | updated | update | 0-0 |0.8571428571428571| Equivalence
[JJ] | yoghurt | yogurt | 0-0 |0.8571428571428571| Equivalence
[JJ] | hazrath | hazrat | 0-0 |0.8571428571428571| ForwardEntailment
[VBN] | individualized | personalised | 0-0 |0.8571428571428571| Equivalence
[VBZ] | deprive | denies | 0-0 |0.8571428571428571| Independent
[VB] | implementation | implementing | 0-0 |0.8571428571428571| OtherRelated
[NNS] | counterfeiters | counterfeits | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | dwarves | dwarfs | 0-0 |0.8571428571428571| Equivalence
[NNS] | contemporaries | counterparts | 0-0 |0.8571428571428571| Independent
[VBG] | congratulating | appreciation | 0-0 |0.8571428571428571| Independent
[VBG] | helping | giving | 0-0 |0.8571428571428571| Independent
[VBZ] | affects | effect | 0-0 |0.8571428571428571| Independent
[VBG] | redistributing | reallocating | 0-0 |0.8571428571428571| Equivalence
[VBD] | injured | injury | 0-0 |0.8571428571428571| Independent
[NNS] | stripes | strips | 0-0 |0.8571428571428571| OtherRelated
[JJ] | unequal | uneven | 0-0 |0.8571428571428571| Equivalence
[NNS] | matters | object | 0-0 |0.8571428571428571| Independent
[NNS] | deposit-takers | depositories | 0-0 |0.8571428571428571| Independent
[NN] | shariah | sharia | 0-0 |0.8571428571428571| Equivalence
[VBG] | tasking | asking | 0-0 |0.8571428571428571| Independent
[RB] | systematically | consistently | 0-0 |0.8571428571428571| OtherRelated
[VBD] | flooded | flowed | 0-0 |0.8571428571428571| ForwardEntailment
[VBZ] | servers | serves | 0-0 |0.8571428571428571| OtherRelated
[VBZ] | impedes | deters | 0-0 |0.8571428571428571| Independent
[NNS] | granted | grants | 0-0 |0.8571428571428571| OtherRelated
[JJ] | changes | change | 0-0 |0.8571428571428571| Equivalence
[NNS] | oneself | selves | 0-0 |0.8571428571428571| ForwardEntailment
[NNPS] | espaces | spaces | 0-0 |0.8571428571428571| ReverseEntailment
[NNS] | tumours | tumors | 0-0 |0.8571428571428571| Equivalence
[NN] | consent | assent | 0-0 |0.8571428571428571| Independent
[JJ] | hydrographical | hydrographic | 0-0 |0.8571428571428571| Equivalence
[VBZ] | catches | steals | 0-0 |0.8571428571428571| Independent
[VB] | restart | reboot | 0-0 |0.8571428571428571| Equivalence
[RB] | chiefly | mainly | 0-0 |0.8571428571428571| Equivalence
[NNS] | graphic | graphs | 0-0 |0.8571428571428571| ReverseEntailment
[VBZ] | settles | solves | 0-0 |0.8571428571428571| Equivalence
[VBZ] | decides | define | 0-0 |0.8571428571428571| Independent
